site_id,nd2_file,frame_index,channel_name,plate,well
O8I7FR9SYU,plate_1_C02_mitotracker.nd2,11,mitotracker,plate_1,C02
WKDUZ3WYDN,plate_1_C03_DAPI.nd2,96,DAPI,plate_1,C03
94NVOD35SH,plate_1_C03_GFP.nd2,88,GFP,plate_1,C03
HK25KR68ET,plate_1_C03_mitotracker.nd2,87,mitotracker,plate_1,C03
ORBO7MRP7M,plate_1_C04_DAPI.nd2,82,DAPI,plate_1,C04
0K3FBPR6JN,plate_1_C04_GFP.nd2,55,GFP,plate_1,C04
ARZJB8BOQL,plate_1_C04_mitotracker.nd2,71,mitotracker,plate_1,C04
L884QB2DZO,plate_1_C05_DAPI.nd2,46,DAPI,plate_1,C05
Y734A8LF1K,plate_1_C05_GFP.nd2,31,GFP,plate_1,C05
9FHVONXO6X,plate_1_C05_mitotracker.nd2,87,mitotracker,plate_1,C05
IDKSREGXI9,plate_1_C06_DAPI.nd2,27,DAPI,plate_1,C06
A4WU70DZDB,plate_1_C06_GFP.nd2,48,GFP,plate_1,C06
XUEQ1JXK5O,plate_1_C06_mitotracker.nd2,65,mitotracker,plate_1,C06
91GT4CEA8H,plate_1_C07_DAPI.nd2,20,DAPI,plate_1,C07
TR2LWFCS39,plate_1_C07_GFP.nd2,34,GFP,plate_1,C07
1OGV1PXTFR,plate_1_C07_mitotracker.nd2,1,mitotracker,plate_1,C07
2MKMCKOJ3D,plate_1_C08_DAPI.nd2,36,DAPI,plate_1,C08
HH46S1KF7L,plate_1_C08_GFP.nd2,19,GFP,plate_1,C08
X7DLWVHPG9,plate_1_C08_mitotracker.nd2,72,mitotracker,plate_1,C08
RFNP9XYVM2,plate_1_C09_DAPI.nd2,85,DAPI,plate_1,C09
L3HDYQW43D,plate_1_C09_GFP.nd2,0,GFP,plate_1,C09
0YRG6Q96AV,plate_1_C09_mitotracker.nd2,6,mitotracker,plate_1,C09
8Y7YX8356P,plate_1_C10_DAPI.nd2,76,DAPI,plate_1,C10
V0QV0WQRQB,plate_1_C10_GFP.nd2,88,GFP,plate_1,C10
DXGVS5LTM2,plate_1_C10_mitotracker.nd2,15,mitotracker,plate_1,C10
NWTCPNK06B,plate_1_C11_DAPI.nd2,52,DAPI,plate_1,C11
ZFND3ZW6WD,plate_1_C11_GFP.nd2,92,GFP,plate_1,C11
449J73QJ73,plate_1_C11_mitotracker.nd2,8,mitotracker,plate_1,C11
R15U5MUJFL,plate_1_C12_DAPI.nd2,20,DAPI,plate_1,C12
B5UDQRML70,plate_1_C12_GFP.nd2,23,GFP,plate_1,C12
SH4RBMA4KG,plate_1_C12_mitotracker.nd2,20,mitotracker,plate_1,C12
ACOHKEL2P0,plate_1_D01_DAPI.nd2,99,DAPI,plate_1,D01
5AUSK1I7C8,plate_1_D01_GFP.nd2,48,GFP,plate_1,D01
R1UA47D4B9,plate_1_D01_mitotracker.nd2,81,mitotracker,plate_1,D01
K4JVLHJGY4,plate_1_D02_DAPI.nd2,94,DAPI,plate_1,D02
I08F0PYKQZ,plate_1_D02_GFP.nd2,9,GFP,plate_1,D02
X5DQGXNV06,plate_1_D02_mitotracker.nd2,46,mitotracker,plate_1,D02
4RK5WH9540,plate_1_D03_DAPI.nd2,65,DAPI,plate_1,D03
SJPC0KYS98,plate_1_D03_GFP.nd2,84,GFP,plate_1,D03
1PTL6ROAXR,plate_1_D03_mitotracker.nd2,34,mitotracker,plate_1,D03
KISRDDVSNN,plate_1_D04_DAPI.nd2,91,DAPI,plate_1,D04
KIQRNFYED6,plate_1_D04_GFP.nd2,25,GFP,plate_1,D04
PJ7EPPF2T3,plate_1_D04_mitotracker.nd2,90,mitotracker,plate_1,D04
5RG0HV04XM,plate_1_D05_DAPI.nd2,91,DAPI,plate_1,D05
XCQDB9XRC0,plate_1_D05_GFP.nd2,34,GFP,plate_1,D05
77URNTICNA,plate_1_D05_mitotracker.nd2,8,mitotracker,plate_1,D05
UWGMT4PN4Z,plate_1_D06_DAPI.nd2,3,DAPI,plate_1,D06
HDIWIPH8WB,plate_1_D06_GFP.nd2,53,GFP,plate_1,D06
OUYMYHWT5R,plate_1_D06_mitotracker.nd2,74,mitotracker,plate_1,D06
GVNPEIXCS9,plate_1_D07_DAPI.nd2,34,DAPI,plate_1,D07
OENQTVBETT,plate_1_D07_GFP.nd2,81,GFP,plate_1,D07
I88EYK0T70,plate_1_D07_mitotracker.nd2,54,mitotracker,plate_1,D07
Y4Q2FDPEGE,plate_1_D08_DAPI.nd2,96,DAPI,plate_1,D08
EVSNMO35M3,plate_1_D08_GFP.nd2,13,GFP,plate_1,D08
0JUR7MZC76,plate_1_D08_mitotracker.nd2,58,mitotracker,plate_1,D08
61BMTKYGS4,plate_1_D09_DAPI.nd2,40,DAPI,plate_1,D09
4BGY4ERGVF,plate_1_D09_GFP.nd2,51,GFP,plate_1,D09
Y572U94EPX,plate_1_D09_mitotracker.nd2,71,mitotracker,plate_1,D09
89V6YY7DGH,plate_1_D10_DAPI.nd2,10,DAPI,plate_1,D10
M0O7FZQBF8,plate_1_D10_GFP.nd2,4,GFP,plate_1,D10
J522YONHSH,plate_1_D10_mitotracker.nd2,36,mitotracker,plate_1,D10
6NGK1U0E2I,plate_1_D11_DAPI.nd2,45,DAPI,plate_1,D11
9ULOKJHD99,plate_1_D11_GFP.nd2,94,GFP,plate_1,D11
PK80LL9USY,plate_1_D11_mitotracker.nd2,92,mitotracker,plate_1,D11
6Z77R8MGNB,plate_1_D12_DAPI.nd2,23,DAPI,plate_1,D12
LS6E6CSV7I,plate_1_D12_GFP.nd2,17,GFP,plate_1,D12
U8R9LKRVST,plate_1_D12_mitotracker.nd2,71,mitotracker,plate_1,D12
RQ6EWODHS4,plate_1_E01_DAPI.nd2,46,DAPI,plate_1,E01
U6CBTRXMFO,plate_1_E01_GFP.nd2,41,GFP,plate_1,E01
0ZSE1ZF20Y,plate_1_E01_mitotracker.nd2,57,mitotracker,plate_1,E01
05QO4ZFCSE,plate_1_E02_DAPI.nd2,98,DAPI,plate_1,E02
7PG1NKIAHB,plate_1_E02_GFP.nd2,32,GFP,plate_1,E02
XGH04S44JX,plate_1_E02_mitotracker.nd2,58,mitotracker,plate_1,E02
9SYZF65R20,plate_1_E03_DAPI.nd2,4,DAPI,plate_1,E03
DXCQ8519Y5,plate_1_E03_GFP.nd2,27,GFP,plate_1,E03
T8PFA3S38Z,plate_1_E03_mitotracker.nd2,46,mitotracker,plate_1,E03
0SDMBQ0U3M,plate_1_E04_DAPI.nd2,24,DAPI,plate_1,E04
Y1SH8624P0,plate_1_E04_GFP.nd2,32,GFP,plate_1,E04
99CXFNRZSK,plate_1_E04_mitotracker.nd2,93,mitotracker,plate_1,E04
VUDP7708OO,plate_1_E05_DAPI.nd2,92,DAPI,plate_1,E05
GVLHPCLDO4,plate_1_E05_GFP.nd2,24,GFP,plate_1,E05
N3TCTWVA1G,plate_1_E05_mitotracker.nd2,80,mitotracker,plate_1,E05
Y4HN3RV04A,plate_1_E06_DAPI.nd2,98,DAPI,plate_1,E06
2KLOJCT0OE,plate_1_E06_GFP.nd2,59,GFP,plate_1,E06
J59AJU88YJ,plate_1_E06_mitotracker.nd2,78,mitotracker,plate_1,E06
46DGLVBKTI,plate_1_E07_DAPI.nd2,86,DAPI,plate_1,E07
GWZFH3D1EX,plate_1_E07_GFP.nd2,61,GFP,plate_1,E07
EWV8APGC7U,plate_1_E07_mitotracker.nd2,43,mitotracker,plate_1,E07
QPEGJE23AL,plate_1_E08_DAPI.nd2,12,DAPI,plate_1,E08
K8KLDZ5XIL,plate_1_E08_GFP.nd2,6,GFP,plate_1,E08
3P3HJFXT6A,plate_1_E08_mitotracker.nd2,11,mitotracker,plate_1,E08
YSZILGZTK5,plate_1_E09_DAPI.nd2,62,DAPI,plate_1,E09
FEB2L5OIHD,plate_1_E09_GFP.nd2,42,GFP,plate_1,E09
UDPU61VXEK,plate_1_E09_mitotracker.nd2,35,mitotracker,plate_1,E09
AX4DGV4VW3,plate_1_E10_DAPI.nd2,97,DAPI,plate_1,E10
HAYO0W8GRK,plate_1_E10_GFP.nd2,33,GFP,plate_1,E10
SK23EL5QJE,plate_1_E10_mitotracker.nd2,9,mitotracker,plate_1,E10
B0B7C6S7NU,plate_1_E11_DAPI.nd2,39,DAPI,plate_1,E11
AANH4NHB4K,plate_1_E11_GFP.nd2,11,GFP,plate_1,E11
GMHGJG1G33,plate_1_E11_mitotracker.nd2,12,mitotracker,plate_1,E11
HFH3TNPKCC,plate_1_E12_DAPI.nd2,18,DAPI,plate_1,E12
1TP9AE6UA1,plate_1_E12_GFP.nd2,11,GFP,plate_1,E12
AJJML3J127,plate_1_E12_mitotracker.nd2,78,mitotracker,plate_1,E12
FEVU73FQ1I,plate_1_F01_DAPI.nd2,90,DAPI,plate_1,F01
NX3HVBDYBK,plate_1_F01_GFP.nd2,94,GFP,plate_1,F01
YRUODUSDB6,plate_1_F01_mitotracker.nd2,51,mitotracker,plate_1,F01
E56IOBMJOJ,plate_1_F02_DAPI.nd2,66,DAPI,plate_1,F02
59T0N4H4XX,plate_1_F02_GFP.nd2,86,GFP,plate_1,F02
R5TE173T1D,plate_1_F02_mitotracker.nd2,38,mitotracker,plate_1,F02
O13WDHBIM1,plate_1_F03_DAPI.nd2,37,DAPI,plate_1,F03
YRIKO4V220,plate_1_F03_GFP.nd2,39,GFP,plate_1,F03
V8XH0MA0EG,plate_1_F03_mitotracker.nd2,65,mitotracker,plate_1,F03
OVYHPIDHL2,plate_1_F04_DAPI.nd2,80,DAPI,plate_1,F04
IKN966EAE9,plate_1_F04_GFP.nd2,77,GFP,plate_1,F04
126SLTQAT8,plate_1_F04_mitotracker.nd2,99,mitotracker,plate_1,F04
0BKJ4PQ696,plate_1_F05_DAPI.nd2,88,DAPI,plate_1,F05
BZ5I96EZ7G,plate_1_F05_GFP.nd2,94,GFP,plate_1,F05
PYPXD547B0,plate_1_F05_mitotracker.nd2,70,mitotracker,plate_1,F05
MB0VV486QU,plate_1_F06_DAPI.nd2,46,DAPI,plate_1,F06
UJ6SGBSBY4,plate_1_F06_GFP.nd2,4,GFP,plate_1,F06
WHUX9YPE61,plate_1_F06_mitotracker.nd2,1,mitotracker,plate_1,F06
8YYV5HJZII,plate_1_F07_DAPI.nd2,89,DAPI,plate_1,F07
BSXOQ39JH5,plate_1_F07_GFP.nd2,90,GFP,plate_1,F07
RU7ED0LJ2D,plate_1_F07_mitotracker.nd2,55,mitotracker,plate_1,F07
U7M44ED200,plate_1_F08_DAPI.nd2,19,DAPI,plate_1,F08
9AYK5UJ3EA,plate_1_F08_GFP.nd2,26,GFP,plate_1,F08
RCJOTDN0MI,plate_1_F08_mitotracker.nd2,61,mitotracker,plate_1,F08
02OVPZ75OM,plate_1_F09_DAPI.nd2,61,DAPI,plate_1,F09
9N7TX8I2O3,plate_1_F09_GFP.nd2,31,GFP,plate_1,F09
A3VSM0MAYE,plate_1_F09_mitotracker.nd2,63,mitotracker,plate_1,F09
S2NNQ8ELYV,plate_1_F10_DAPI.nd2,3,DAPI,plate_1,F10
8NWK5E722E,plate_1_F10_GFP.nd2,8,GFP,plate_1,F10
S8TLNHULG8,plate_1_F10_mitotracker.nd2,44,mitotracker,plate_1,F10
AMXA5K1SE2,plate_1_F11_DAPI.nd2,33,DAPI,plate_1,F11
BT3USEZSAN,plate_1_F11_GFP.nd2,82,GFP,plate_1,F11
MZBBX5DGVG,plate_1_F11_mitotracker.nd2,61,mitotracker,plate_1,F11
8ZVV4Z0SVC,plate_1_F12_DAPI.nd2,60,DAPI,plate_1,F12
NPMPO09FJ3,plate_1_F12_GFP.nd2,68,GFP,plate_1,F12
NRCIL33EQK,plate_1_F12_mitotracker.nd2,63,mitotracker,plate_1,F12
EONVZFMTIC,plate_1_G01_DAPI.nd2,26,DAPI,plate_1,G01
7M21UDGNT7,plate_1_G01_GFP.nd2,19,GFP,plate_1,G01
EDZJO1IWQO,plate_1_G01_mitotracker.nd2,78,mitotracker,plate_1,G01
KW2U4PZ2NP,plate_1_G02_DAPI.nd2,86,DAPI,plate_1,G02
U0MSHPD7K9,plate_1_G02_GFP.nd2,44,GFP,plate_1,G02
BAAYDQ3114,plate_1_G02_mitotracker.nd2,94,mitotracker,plate_1,G02
9LI1U1QMUG,plate_1_G03_DAPI.nd2,90,DAPI,plate_1,G03
THPWVGQZVN,plate_1_G03_GFP.nd2,55,GFP,plate_1,G03
LHGJ11PJEM,plate_1_G03_mitotracker.nd2,76,mitotracker,plate_1,G03
NYT9N00CG2,plate_1_G04_DAPI.nd2,6,DAPI,plate_1,G04
L4IHQ54G1Y,plate_1_G04_GFP.nd2,65,GFP,plate_1,G04
BZYW6BXWLL,plate_1_G04_mitotracker.nd2,71,mitotracker,plate_1,G04
401NBTJDRO,plate_1_G05_DAPI.nd2,83,DAPI,plate_1,G05
AV2UD9WPTM,plate_1_G05_GFP.nd2,93,GFP,plate_1,G05
C9SP1LHU9M,plate_1_G05_mitotracker.nd2,37,mitotracker,plate_1,G05
NVQXS6FWXO,plate_1_G06_DAPI.nd2,50,DAPI,plate_1,G06
FP1O7RHGF5,plate_1_G06_GFP.nd2,17,GFP,plate_1,G06
LVNBT7CRRT,plate_1_G06_mitotracker.nd2,79,mitotracker,plate_1,G06
03TXVDLP27,plate_1_G07_DAPI.nd2,99,DAPI,plate_1,G07
TZ2WG6UJNV,plate_1_G07_GFP.nd2,30,GFP,plate_1,G07
N2T9NZJXMR,plate_1_G07_mitotracker.nd2,31,mitotracker,plate_1,G07
0STHCLFF1N,plate_1_G08_DAPI.nd2,84,DAPI,plate_1,G08
YMF2G1EUED,plate_1_G08_GFP.nd2,50,GFP,plate_1,G08
48H7STCAB4,plate_1_G08_mitotracker.nd2,77,mitotracker,plate_1,G08
OZSI23BN7G,plate_1_G09_DAPI.nd2,19,DAPI,plate_1,G09
2KI2E6CF98,plate_1_G09_GFP.nd2,53,GFP,plate_1,G09
3P9VLE6KOM,plate_1_G09_mitotracker.nd2,10,mitotracker,plate_1,G09
8K96X3Y2WW,plate_1_G10_DAPI.nd2,65,DAPI,plate_1,G10
AWG3XT94ZB,plate_1_G10_GFP.nd2,75,GFP,plate_1,G10
MCJGEJC5N7,plate_1_G10_mitotracker.nd2,7,mitotracker,plate_1,G10
TFESMO4B7E,plate_1_G11_DAPI.nd2,9,DAPI,plate_1,G11
SHC6K01BNW,plate_1_G11_GFP.nd2,44,GFP,plate_1,G11
OFX5QB033V,plate_1_G11_mitotracker.nd2,80,mitotracker,plate_1,G11
T92LKRR9M7,plate_1_G12_DAPI.nd2,55,DAPI,plate_1,G12
8OH3NEJUTZ,plate_1_G12_GFP.nd2,26,GFP,plate_1,G12
ZXG6AHQJOC,plate_1_G12_mitotracker.nd2,74,mitotracker,plate_1,G12
0W1MBVK0PB,plate_1_H01_DAPI.nd2,43,DAPI,plate_1,H01
TK9JT97Q6T,plate_1_H01_GFP.nd2,76,GFP,plate_1,H01
Y84HF7ESBG,plate_1_H01_mitotracker.nd2,38,mitotracker,plate_1,H01
LCCLEP4L5H,plate_1_H02_DAPI.nd2,56,DAPI,plate_1,H02
VXQB6XPDHS,plate_1_H02_GFP.nd2,4,GFP,plate_1,H02
OFRRG7VSHI,plate_1_H02_mitotracker.nd2,71,mitotracker,plate_1,H02
O23VZM4UZ2,plate_1_H03_DAPI.nd2,40,DAPI,plate_1,H03
39BHACBOEZ,plate_1_H03_GFP.nd2,4,GFP,plate_1,H03
ZZ4KZDFFC0,plate_1_H03_mitotracker.nd2,1,mitotracker,plate_1,H03
4S65RO66A5,plate_1_H04_DAPI.nd2,73,DAPI,plate_1,H04
LVXPX4UC2X,plate_1_H04_GFP.nd2,69,GFP,plate_1,H04
MFBWPCY3GE,plate_1_H04_mitotracker.nd2,51,mitotracker,plate_1,H04
1CXN0LOLDK,plate_1_H05_DAPI.nd2,95,DAPI,plate_1,H05
QDT0IERIXH,plate_1_H05_GFP.nd2,16,GFP,plate_1,H05
D584751X27,plate_1_H05_mitotracker.nd2,68,mitotracker,plate_1,H05
S1WUTRK8XA,plate_1_H06_DAPI.nd2,76,DAPI,plate_1,H06
ETXM6SRSV4,plate_1_H06_GFP.nd2,57,GFP,plate_1,H06
CSFGPJNXP0,plate_1_H06_mitotracker.nd2,22,mitotracker,plate_1,H06
K38IDMYPHU,plate_1_H07_DAPI.nd2,90,DAPI,plate_1,H07
0IEN8I3YUA,plate_1_H07_GFP.nd2,87,GFP,plate_1,H07
Z1TZGCZT38,plate_1_H07_mitotracker.nd2,35,mitotracker,plate_1,H07
EXJM99L4BN,plate_1_H08_DAPI.nd2,97,DAPI,plate_1,H08
FMYGXS873U,plate_1_H08_GFP.nd2,17,GFP,plate_1,H08
6MUJLIHCPP,plate_1_H08_mitotracker.nd2,19,mitotracker,plate_1,H08
DN5UHX3KP7,plate_1_H09_DAPI.nd2,3,DAPI,plate_1,H09
9D7JQQ7AZ9,plate_1_H09_GFP.nd2,5,GFP,plate_1,H09
G1PSQ7TM5P,plate_1_H09_mitotracker.nd2,58,mitotracker,plate_1,H09
XY6PCDFQ8R,plate_1_H10_DAPI.nd2,33,DAPI,plate_1,H10
ILE7IXMZR0,plate_1_H10_GFP.nd2,82,GFP,plate_1,H10
AGYQ3MEG4D,plate_1_H10_mitotracker.nd2,21,mitotracker,plate_1,H10
FQ1UG06PA1,plate_1_H11_DAPI.nd2,16,DAPI,plate_1,H11
UH8SPV2IED,plate_1_H11_GFP.nd2,46,GFP,plate_1,H11
CBVBO7HVZQ,plate_1_H11_mitotracker.nd2,93,mitotracker,plate_1,H11
0I8G1TKA1C,plate_1_H12_DAPI.nd2,86,DAPI,plate_1,H12
T8J111IVPV,plate_1_H12_GFP.nd2,50,GFP,plate_1,H12
I36LU7G4GN,plate_1_H12_mitotracker.nd2,36,mitotracker,plate_1,H12
C9X7P6XFIC,plate_2_A01_DAPI.nd2,52,DAPI,plate_2,A01
5QFVLSGABG,plate_2_A01_GFP.nd2,53,GFP,plate_2,A01
3T7RCOCSWI,plate_2_A01_mitotracker.nd2,95,mitotracker,plate_2,A01
1GRIQXR0A1,plate_2_A02_DAPI.nd2,81,DAPI,plate_2,A02
EL2RSXX2BY,plate_2_A02_GFP.nd2,81,GFP,plate_2,A02
0T8TY6DYAF,plate_2_A02_mitotracker.nd2,75,mitotracker,plate_2,A02
P6GC300ODW,plate_2_A03_DAPI.nd2,11,DAPI,plate_2,A03
LLZSI6H0IJ,plate_2_A03_GFP.nd2,58,GFP,plate_2,A03
JQSTG68RGE,plate_2_A03_mitotracker.nd2,73,mitotracker,plate_2,A03
23A93TQ44G,plate_2_A04_DAPI.nd2,95,DAPI,plate_2,A04
W7Y5PEM6A8,plate_2_A04_GFP.nd2,24,GFP,plate_2,A04
CB62HIX6ZQ,plate_2_A04_mitotracker.nd2,50,mitotracker,plate_2,A04
8I5VYTBADS,plate_2_A05_DAPI.nd2,93,DAPI,plate_2,A05
9N7UQQA0TG,plate_2_A05_GFP.nd2,54,GFP,plate_2,A05
TROGB9TE41,plate_2_A05_mitotracker.nd2,93,mitotracker,plate_2,A05
F53U36L7W5,plate_2_A06_DAPI.nd2,40,DAPI,plate_2,A06
K0XMV5345X,plate_2_A06_GFP.nd2,7,GFP,plate_2,A06
RYXMKZQFNO,plate_2_A06_mitotracker.nd2,11,mitotracker,plate_2,A06
3DKFV1RV2U,plate_2_A07_DAPI.nd2,42,DAPI,plate_2,A07
YU0MW3CSL3,plate_2_A07_GFP.nd2,53,GFP,plate_2,A07
VUII5VSJSP,plate_2_A07_mitotracker.nd2,20,mitotracker,plate_2,A07
LLYJU5933L,plate_2_A08_DAPI.nd2,49,DAPI,plate_2,A08
9XFNRSR5SR,plate_2_A08_GFP.nd2,14,GFP,plate_2,A08
RVYIO33958,plate_2_A08_mitotracker.nd2,74,mitotracker,plate_2,A08
60E4HPDLEN,plate_2_A09_DAPI.nd2,52,DAPI,plate_2,A09
E6O0BB2YDJ,plate_2_A09_GFP.nd2,9,GFP,plate_2,A09
0TABBEHZ35,plate_2_A09_mitotracker.nd2,47,mitotracker,plate_2,A09
FDK75I4CAK,plate_2_A10_DAPI.nd2,19,DAPI,plate_2,A10
407RQLEXN7,plate_2_A10_GFP.nd2,24,GFP,plate_2,A10
N1PCQUY78S,plate_2_A10_mitotracker.nd2,50,mitotracker,plate_2,A10
1RMRY4W08R,plate_2_A11_DAPI.nd2,89,DAPI,plate_2,A11
0M20AH5SIQ,plate_2_A11_GFP.nd2,44,GFP,plate_2,A11
LSLOA8PIGK,plate_2_A11_mitotracker.nd2,75,mitotracker,plate_2,A11
9OLNI1MMCR,plate_2_A12_DAPI.nd2,54,DAPI,plate_2,A12
UUWSZFJVZ1,plate_2_A12_GFP.nd2,53,GFP,plate_2,A12
X205XHH8E4,plate_2_A12_mitotracker.nd2,31,mitotracker,plate_2,A12
6LLR83AVT1,plate_2_B01_DAPI.nd2,59,DAPI,plate_2,B01
3VQ0Q9L8AS,plate_2_B01_GFP.nd2,37,GFP,plate_2,B01
9R404XARA5,plate_2_B01_mitotracker.nd2,3,mitotracker,plate_2,B01
6ZG6UY5TC7,plate_2_B02_DAPI.nd2,7,DAPI,plate_2,B02
